2
Theta=90.0000000000002(deg)

Frequency	Phi	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
4250000000	0	-4.84064960960271	-5.60394986273706	-12.7676004363093	-2.62455095314776	2.81380473770104
4250000000	0.05235987756	-4.94616623979972	-5.61362575653066	-13.4092164606963	-2.62303832528437	2.61466414332041
4250000000	0.10471975512	-5.07220242709027	-5.69332549595259	-13.8251297636561	-2.61977089652504	2.3839844154209
4250000000	0.15707963268	-5.2084608931497	-5.83510040893608	-13.9256792529759	-2.61775994632779	2.13081781658127
4250000000	0.20943951024	-5.33448897164419	-6.02949555120245	-13.6353129226392	-2.62132908264425	1.86897372861709
4250000000	0.2617993878	-5.43411324876345	-6.27765490920979	-12.965837169719	-2.63435408476873	1.61837731375486
4250000000	0.31415926536	-5.48308241016834	-6.57955062979244	-11.9976708281815	-2.66086981056564	1.39537482247541
4250000000	0.36651914292	-5.46862725089433	-6.94440348153273	-10.8732782884158	-2.70351415499363	1.20834228118742
4250000000	0.41887902048	-5.38043664479918	-7.37655598438294	-9.71631384003727	-2.76399501187047	1.05799005395724
4250000000	0.47123889804	-5.22883059293617	-7.88564482460278	-8.62395734894447	-2.84187256560993	0.94041258263962
4250000000	0.5235987756	-5.03752558850124	-8.48141717256146	-7.65362036846467	-2.9358658624519	0.849786543609017
4250000000	0.5759586532	-4.85019403777677	-9.18893817766666	-6.84464145315689	-3.04321373125967	0.780888786405832
4250000000	0.6283185307	-4.70877887951752	-10.0404326401775	-6.21444800277008	3.12220518789713	0.72896914230472
4250000000	0.6806784083	-4.6563143161086	-11.0989965024482	-5.77365616883979	2.99609210242756	0.69013368420315
4250000000	0.7330382858	-4.72746532770641	-12.4469501602392	-5.53179034391474	2.86161765532676	0.661424538113731
4250000000	0.7853981634	-4.942715842623	-14.2003915140917	-5.49118422136131	2.71497364978759	0.639850528495147
4250000000	0.837758041	-5.30959419141709	-16.5383041478636	-5.64985773347583	2.54461583650983	0.623568920401255
4250000000	0.8901179185	-5.82674433023413	-19.7307762183578	-6.00720090461239	2.32040240114397	0.610546011178986
4250000000	0.9424777961	-6.48324180747402	-24.1589257411237	-6.5580503121795	1.94959417490607	0.599273887796636
4250000000	0.9948376736	-7.25759771038684	-28.8894782722934	-7.28752668545514	1.13652273670598	0.588259326473704
4250000000	1.0471975512	-8.12406569574014	-27.7414693930576	-8.17175557838143	0.0971697433860449	0.576632996835689
4250000000	1.0995574288	-9.05707201049531	-24.7214843355462	-9.17655428909026	-0.438614318678185	0.564148208055436
4250000000	1.1519173063	-10.0151568032057	-22.9910859054537	-10.2397372997787	-0.780010069461011	0.551569796397055
4250000000	1.2042771839	-10.9407779607633	-22.205681317764	-11.2781050062282	-1.08835372198062	0.541550437209884
4250000000	1.2566370614	-11.7481438501387	-21.8992129385632	-12.189253139129	-1.41209191369064	0.539233261206592
4250000000	1.308996939	-12.3346216248098	-21.6910031593598	-12.8699728303941	-1.7548008937641	0.551136071136008
4250000000	1.3613568166	-12.6205369777466	-21.4084589299218	-13.2363044921535	-2.09201379788297	0.581128109678524
4250000000	1.4137166941	-12.6167738963432	-21.1720769363026	-13.2690957443552	-2.39828851523498	0.629033405749765
4250000000	1.4660765717	-12.3967501381329	-21.2621799473468	-13.0008313745867	-2.67137707945595	0.688904103416292
4250000000	1.5184364492	-12.0595210267519	-21.9598043448279	-12.5283182272672	-2.93473535934082	0.753382766904934
4250000000	1.5707963268	-11.6670271451302	-23.4818021249122	-11.9628375069333	3.04159714837526	0.815114595390147
4250000000	1.6231562044	-11.2461059362299	-25.693059353842	-11.4049634026245	2.57795071225264	0.868823182307021
4250000000	1.6755160819	-10.8195391245812	-26.6031944680969	-10.9357417535122	1.84654009959431	0.91250235560203
4250000000	1.7278759595	-10.4174372672946	-24.2035145567704	-10.6029698485271	1.19396562834747	0.94376942074447
